Sub Job,Cost Code Tier 1,Cost Code Tier 2,Cost Type,Budget Code,Budget Code Description,Vendor,Item,Description,Detail Type,Original Budget Amount,Budget Modifications,Approved COs,Pending COs,Committed Costs,Direct Cost Details,Pending Cost Changes,Forecast To Complete,Job to Date Costs Detail,AP Commitment Costs Detail
None,01 - Requirements,01-6500 - Travel & Entertainment,X - Expense,01-6500.X,Travel,None,Expense: CC 4745 Brandon Clymer_LUCAS OIL STADIUM CONC 00,CC 4745 Brandon Clymer_LUCAS OIL STADIUM CONC 00,Direct Cost,,,,,,$17.69,,,$17.69,
None,01 - Requirements,01-6500 - Travel & Entertainment,X - Expense,01-6500.X,Travel,None,Expense: CC 4745 Brandon Clymer_TIN ROOF ACQUISITION CO,CC 4745 Brandon Clymer_TIN ROOF ACQUISITION CO,Direct Cost,,,,,,$18.00,,,$18.00,
None,01 - Requirements,01-6500 - Travel & Entertainment,X - Expense,01-6500.X,Travel,None,Expense: CC 4745 Brandon Clymer_TM *TICKETMASTER,CC 4745 Brandon Clymer_TM *TICKETMASTER,Direct Cost,,,,,,"$3,633.95",,,"$3,633.95",
None,01 - Requirements,01-6500 - Travel & Entertainment,X - Expense,01-6500.X,Travel,None,Expense: CC 9088 Alex Huettl MURPHY6844ATWALMART,CC 9088 Alex Huettl MURPHY6844ATWALMART,Direct Cost,,,,,,$75.89,,,$75.89,
None,01 - Requirements,01-6500 - Travel & Entertainment,X - Expense,01-6500.X,Travel,None,Expense: CC 9088 Alex Huettl GET GO #7551,CC 9088 Alex Huettl GET GO #7551,Direct Cost,,,,,,$37.54,,,$37.54,
None,01 - Requirements,01-6500 - Travel & Entertainment,X - Expense,01-6500.X,Travel,None,Expense: CC 9088 Alex Huettl GET GO #7551,CC 9088 Alex Huettl GET GO #7551,Direct Cost,,,,,,$15.63,,,$15.63,
None,01 - Requirements,01-6500 - Travel & Entertainment,X - Expense,01-6500.X,Travel,None,Expense: CC 2484 Jesse Dawson_SOUTHWES 5262590962178,CC 2484 Jesse Dawson_SOUTHWES 5262590962178,Direct Cost,,,,,,"$1,343.90",,,"$1,343.90",
None,01 - Requirements,01-6500 - Travel & Entertainment,X - Expense,01-6500.X,Travel,None,Expense: CC 2484 Jesse Dawson_AVIS RENT-A-CAR,CC 2484 Jesse Dawson_AVIS RENT-A-CAR,Direct Cost,,,,,,$37.57,,,$37.57,
None,01 - Requirements,01-6500 - Travel & Entertainment,X - Expense,01-6500.X,Travel,None,Expense: CC 2484 Jesse Dawson_UBER   *TRIP,CC 2484 Jesse Dawson_UBER   *TRIP,Direct Cost,,,,,,$56.19,,,$56.19,
None,01 - Requirements,01-6500 - Travel & Entertainment,X - Expense,01-6500.X,Travel,None,Expense: CC 2484 Jesse Dawson_SHELL OIL 57446126401,CC 2484 Jesse Dawson_SHELL OIL 57446126401,Direct Cost,,,,,,$39.87,,,$39.87,
None,01 - Requirements,01-6500 - Travel & Entertainment,X - Expense,01-6500.X,Travel,None,Expense: CC 2484 Jesse Dawson_UBER   *TRIP,CC 2484 Jesse Dawson_UBER   *TRIP,Direct Cost,,,,,,$27.58,,,$27.58,
None,01 - Requirements,01-6500 - Travel & Entertainment,X - Expense,01-6500.X,Travel,None,Expense: CC 2484 Jesse Dawson_AVIS.COM PREPAY,CC 2484 Jesse Dawson_AVIS.COM PREPAY,Direct Cost,,,,,,$291.70,,,$291.70,
None,01 - Requirements,01-6500 - Travel & Entertainment,X - Expense,01-6500.X,Travel,None,Expense: CC 2484 Jesse Dawson_SOUTHWES,CC 2484 Jesse Dawson_SOUTHWES,Direct Cost,,,,,,$371.98,,,$371.98,
None,01 - Requirements,01-6500 - Travel & Entertainment,X - Expense,01-6500.X,Travel,None,Expense: CC 2484 Jesse Dawson_SPIRIT AIRL 4870417200114,CC 2484 Jesse Dawson_SPIRIT AIRL 4870417200114,Direct Cost,,,,,,$104.00,,,$104.00,
None,01 - Requirements,01-6500 - Travel & Entertainment,X - Expense,01-6500.X,Travel,None,,,Automatic Forecast,,,,,,,,$.00,,
None,01 - Requirements,01-6501 - Lunches,X - Expense,01-6501.X,Lunches.Expense,None,Original Budget,,Original Budget Amount,$.00,,,,,,,,,
None,01 - Requirements,01-6501 - Lunches,X - Expense,01-6501.X,Lunches.Expense,None,Expense: 24-104 RCLS JOB COST FROM OVERHEAD TO COST GL,RCLS JOB COST FROM OVERHEAD TO COST GL,Direct Cost,,,,,,$-135.70,,,$-135.70,
None,01 - Requirements,01-6501 - Lunches,X - Expense,01-6501.X,Lunches.Expense,None,Expense: 24-104 RCLS JOB COST FROM OVERHEAD TO COST GL,RCLS JOB COST FROM OVERHEAD TO COST GL,Direct Cost,,,,,,$135.70,,,$135.70,
None,01 - Requirements,01-6501 - Lunches,X - Expense,01-6501.X,Lunches.Expense,None,Expense: 24-104 RCLS JOB COST FROM OVERHEAD TO COST GL,RCLS JOB COST FROM OVERHEAD TO COST GL,Direct Cost,,,,,,$135.70,,,$135.70,
None,01 - Requirements,01-6501 - Lunches,X - Expense,01-6501.X,Lunches.Expense,None,Expense: 24-104 RCLS JOB COST FROM OVERHEAD TO COST GL,RCLS JOB COST FROM OVERHEAD TO COST GL,Direct Cost,,,,,,$-135.70,,,$-135.70,
None,01 - Requirements,01-6501 - Lunches,X - Expense,01-6501.X,Lunches.Expense,None,Expense: CC 4745 Brandon Clymer_CIRCLE K 02363,CC 4745 Brandon Clymer_CIRCLE K 02363,Direct Cost,,,,,,$-61.37,,,$-61.37,
None,01 - Requirements,01-6501 - Lunches,X - Expense,01-6501.X,Lunches.Expense,None,Expense: CC 4745 Brandon Clymer_CIRCLE K 02363,CC 4745 Brandon Clymer_CIRCLE K 02363,Direct Cost,,,,,,$61.37,,,$61.37,
None,01 - Requirements,01-6501 - Lunches,X - Expense,01-6501.X,Lunches.Expense,None,,,Automatic Forecast,,,,,,,,$.00,,
None,01 - Requirements,01-6503 - Truck Fuel,X - Expense,01-6503.X,Truck Fuel.Expense,None,Original Budget,,Original Budget Amount,$.00,,,,,,,,,
None,01 - Requirements,01-6503 - Truck Fuel,X - Expense,01-6503.X,Truck Fuel.Expense,None,To 01-6503 - Expense,"",Budget Modification,,$50.00,,,,,,,,
None,01 - Requirements,01-6503 - Truck Fuel,X - Expense,01-6503.X,Truck Fuel.Expense,None,To 01-6503 - Expense,"",Budget Modification,,$63.52,,,,,,,,
None,01 - Requirements,01-6503 - Truck Fuel,X - Expense,01-6503.X,Truck Fuel.Expense,None,To 01-6503 - Expense,"",Budget Modification,,$297.22,,,,,,,,
None,01 - Requirements,01-6503 - Truck Fuel,X - Expense,01-6503.X,Truck Fuel.Expense,None,To 01-6503 - Expense,"",Budget Modification,,$396.87,,,,,,,,
None,01 - Requirements,01-6503 - Truck Fuel,X - Expense,01-6503.X,Truck Fuel.Expense,None,To 01-6503 - Expense,"",Budget Modification,,$800.00,,,,,,,,
None,01 - Requirements,01-6503 - Truck Fuel,X - Expense,01-6503.X,Truck Fuel.Expense,None,From 01-6503 - Expense,"",Budget Modification,,"$-3,400.00",,,,,,,,
None,01 - Requirements,01-6503 - Truck Fuel,X - Expense,01-6503.X,Truck Fuel.Expense,"Goodwill Industries of Central Indiana, Llc",#002: CE #008 - Phase 1 & 2 Changes,Added truck fuel,Prime Potential Change Order,,,"$4,000.00",,,,,,,
None,01 - Requirements,01-6503 - Truck Fuel,X - Expense,01-6503.X,Truck Fuel.Expense,None,Expense: MARATHON PETRO254706,MARATHON PETRO254706,Direct Cost,,,,,,$50.00,,,$50.00,
None,01 - Requirements,01-6503 - Truck Fuel,X - Expense,01-6503.X,Truck Fuel.Expense,None,Expense: KROGER FUEL CTR #2862,KROGER FUEL CTR #2862,Direct Cost,,,,,,$63.52,,,$63.52,
None,01 - Requirements,01-6503 - Truck Fuel,X - Expense,01-6503.X,Truck Fuel.Expense,None,Expense: SPEEDWAY 06629 1708 E 116,SPEEDWAY 06629 1708 E 116,Direct Cost,,,,,,$100.19,,,$100.19,
None,01 - Requirements,01-6503 - Truck Fuel,X - Expense,01-6503.X,Truck Fuel.Expense,None,Expense: SPEEDWAY 06629 1708 E 116,SPEEDWAY 06629 1708 E 116,Direct Cost,,,,,,$88.61,,,$88.61,
None,01 - Requirements,01-6503 - Truck Fuel,X - Expense,01-6503.X,Truck Fuel.Expense,None,Expense: SPEEDWAY 03993 6741 E. 82,SPEEDWAY 03993 6741 E. 82,Direct Cost,,,,,,$82.57,,,$82.57,
None,01 - Requirements,01-6503 - Truck Fuel,X - Expense,01-6503.X,Truck Fuel.Expense,None,Expense: LOVE'S #0451 OUTSIDE,LOVE'S #0451 OUTSIDE,Direct Cost,,,,,,$25.85,,,$25.85,
None,01 - Requirements,01-6503 - Truck Fuel,X - Expense,01-6503.X,Truck Fuel.Expense,None,Expense: CIRCLE K # 02456,CIRCLE K # 02456,Direct Cost,,,,,,$57.93,,,$57.93,
None,01 - Requirements,01-6503 - Truck Fuel,X - Expense,01-6503.X,Truck Fuel.Expense,None,Expense: LOT 800,LOT 800,Direct Cost,,,,,,$5.00,,,$5.00,
None,01 - Requirements,01-6503 - Truck Fuel,X - Expense,01-6503.X,Truck Fuel.Expense,None,Expense: MARATHON PETRO110072,MARATHON PETRO110072,Direct Cost,,,,,,$70.71,,,$70.71,
None,01 - Requirements,01-6503 - Truck Fuel,X - Expense,01-6503.X,Truck Fuel.Expense,None,Expense: CIRCLE K 02286,CIRCLE K 02286,Direct Cost,,,,,,$63.21,,,$63.21,
None,01 - Requirements,01-6503 - Truck Fuel,X - Expense,01-6503.X,Truck Fuel.Expense,None,Expense: SPEEDWAY 08048 2668 N 600,SPEEDWAY 08048 2668 N 600,Direct Cost,,,,,,$43.39,,,$43.39,
None,01 - Requirements,01-6503 - Truck Fuel,X - Expense,01-6503.X,Truck Fuel.Expense,None,Expense: MARATHON PETRO99019,MARATHON PETRO99019,Direct Cost,,,,,,$72.92,,,$72.92,
None,01 - Requirements,01-6503 - Truck Fuel,X - Expense,01-6503.X,Truck Fuel.Expense,None,Expense: CIRCLE K 00002,CIRCLE K 00002,Direct Cost,,,,,,$70.14,,,$70.14,
None,01 - Requirements,01-6503 - Truck Fuel,X - Expense,01-6503.X,Truck Fuel.Expense,None,Expense: CIRCLE K 00065,CIRCLE K 00065,Direct Cost,,,,,,$68.38,,,$68.38,
None,01 - Requirements,01-6503 - Truck Fuel,X - Expense,01-6503.X,Truck Fuel.Expense,None,Expense: 24-104 RCLS JOB COST FROM OVERHEAD TO COST GL,RCLS JOB COST FROM OVERHEAD TO COST GL,Direct Cost,,,,,,"$-1,155.86",,,"$-1,155.86",
None,01 - Requirements,01-6503 - Truck Fuel,X - Expense,01-6503.X,Truck Fuel.Expense,None,Expense: 24-104 RCLS JOB COST FROM OVERHEAD TO COST GL,RCLS JOB COST FROM OVERHEAD TO COST GL,Direct Cost,,,,,,$170.11,,,$170.11,
None,01 - Requirements,01-6503 - Truck Fuel,X - Expense,01-6503.X,Truck Fuel.Expense,None,Expense: 24-104 RCLS JOB COST FROM OVERHEAD TO COST GL,RCLS JOB COST FROM OVERHEAD TO COST GL,Direct Cost,,,,,,"$1,155.86",,,"$1,155.86",
None,01 - Requirements,01-6503 - Truck Fuel,X - Expense,01-6503.X,Truck Fuel.Expense,None,Expense: 24-104 RCLS JOB COST FROM OVERHEAD TO COST GL,RCLS JOB COST FROM OVERHEAD TO COST GL,Direct Cost,,,,,,$-170.11,,,$-170.11,
None,01 - Requirements,01-6503 - Truck Fuel,X - Expense,01-6503.X,Truck Fuel.Expense,None,Expense: CIRCLE K 00002,CIRCLE K 00002,Direct Cost,,,,,,$63.52,,,$63.52,
None,01 - Requirements,01-6503 - Truck Fuel,X - Expense,01-6503.X,Truck Fuel.Expense,None,Expense: SPEEDWAY 06092 I-65 AND U,SPEEDWAY 06092 I-65 AND U,Direct Cost,,,,,,$61.79,,,$61.79,
None,01 - Requirements,01-6503 - Truck Fuel,X - Expense,01-6503.X,Truck Fuel.Expense,None,Expense: SPEEDWAY 06092 I-65 AND U,SPEEDWAY 06092 I-65 AND U,Direct Cost,,,,,,$68.17,,,$68.17,
None,01 - Requirements,01-6503 - Truck Fuel,X - Expense,01-6503.X,Truck Fuel.Expense,None,Expense: KROGER FUEL CTR #2862,KROGER FUEL CTR #2862,Direct Cost,,,,,,$57.59,,,$57.59,
None,01 - Requirements,01-6503 - Truck Fuel,X - Expense,01-6503.X,Truck Fuel.Expense,None,Expense: CIRCLE K 00002,CIRCLE K 00002,Direct Cost,,,,,,$66.66,,,$66.66,
None,01 - Requirements,01-6503 - Truck Fuel,X - Expense,01-6503.X,Truck Fuel.Expense,None,Expense: CIRCLE K 00002,CIRCLE K 00002,Direct Cost,,,,,,$65.60,,,$65.60,
None,01 - Requirements,01-6503 - Truck Fuel,X - Expense,01-6503.X,Truck Fuel.Expense,None,Expense: SPEEDWAY 06092 I-65 AND U,SPEEDWAY 06092 I-65 AND U,Direct Cost,,,,,,$64.80,,,$64.80,
None,01 - Requirements,01-6503 - Truck Fuel,X - Expense,01-6503.X,Truck Fuel.Expense,None,Expense: SPEEDWAY 1212 GREENWD,SPEEDWAY 1212 GREENWD,Direct Cost,,,,,,$64.76,,,$64.76,
None,01 - Requirements,01-6503 - Truck Fuel,X - Expense,01-6503.X,Truck Fuel.Expense,None,Expense: CIRCLE K 00002,CIRCLE K 00002,Direct Cost,,,,,,$66.63,,,$66.63,
None,01 - Requirements,01-6503 - Truck Fuel,X - Expense,01-6503.X,Truck Fuel.Expense,None,Expense: SPEEDWAY 06092 I-65 AND U,SPEEDWAY 06092 I-65 AND U,Direct Cost,,,,,,$57.76,,,$57.76,
None,01 - Requirements,01-6503 - Truck Fuel,X - Expense,01-6503.X,Truck Fuel.Expense,None,Expense: KROGER FUEL CTR #2862,KROGER FUEL CTR #2862,Direct Cost,,,,,,$60.38,,,$60.38,
None,01 - Requirements,01-6503 - Truck Fuel,X - Expense,01-6503.X,Truck Fuel.Expense,None,Expense: CIRCLE K # 02457,CIRCLE K # 02457,Direct Cost,,,,,,$59.86,,,$59.86,
None,01 - Requirements,01-6503 - Truck Fuel,X - Expense,01-6503.X,Truck Fuel.Expense,None,Expense: SPEEDWAY 06092 I-65 AND U,SPEEDWAY 06092 I-65 AND U,Direct Cost,,,,,,$59.63,,,$59.63,
None,01 - Requirements,01-6503 - Truck Fuel,X - Expense,01-6503.X,Truck Fuel.Expense,None,Expense: MARATHON PETRO110072,MARATHON PETRO110072,Direct Cost,,,,,,$64.39,,,$64.39,
None,01 - Requirements,01-6503 - Truck Fuel,X - Expense,01-6503.X,Truck Fuel.Expense,None,Expense: SPEEDWAY 06092 I-65 AND U,SPEEDWAY 06092 I-65 AND U,Direct Cost,,,,,,$60.95,,,$60.95,
None,01 - Requirements,01-6503 - Truck Fuel,X - Expense,01-6503.X,Truck Fuel.Expense,None,"Expense: 
CIRCLE K 00065","
CIRCLE K 00065",Direct Cost,,,,,,$63.76,,,$63.76,
None,01 - Requirements,01-6503 - Truck Fuel,X - Expense,01-6503.X,Truck Fuel.Expense,None,"Expense: 
SPEEDWAY 06092 I-65 AND U","
SPEEDWAY 06092 I-65 AND U",Direct Cost,,,,,,$65.62,,,$65.62,
None,01 - Requirements,01-6503 - Truck Fuel,X - Expense,01-6503.X,Truck Fuel.Expense,None,Expense: KROGER FUEL CTR #2862,KROGER FUEL CTR #2862,Direct Cost,,,,,,$59.15,,,$59.15,
None,01 - Requirements,01-6503 - Truck Fuel,X - Expense,01-6503.X,Truck Fuel.Expense,None,"Expense: 
CIRCLE K # 02457","
CIRCLE K # 02457",Direct Cost,,,,,,$44.06,,,$44.06,
None,01 - Requirements,01-6503 - Truck Fuel,X - Expense,01-6503.X,Truck Fuel.Expense,None,Expense: CC 4745 Brandon Clymer_RACETRAC668   00006684,CC 4745 Brandon Clymer_RACETRAC668   00006684,Direct Cost,,,,,,$9.18,,,$9.18,
None,01 - Requirements,01-6503 - Truck Fuel,X - Expense,01-6503.X,Truck Fuel.Expense,None,Expense: CC 7180 Andrew _CIRCLE K 02363,CC 7180 Andrew _CIRCLE K 02363,Direct Cost,,,,,,$30.18,,,$30.18,
None,01 - Requirements,01-6503 - Truck Fuel,X - Expense,01-6503.X,Truck Fuel.Expense,None,Expense: CC 4745 Brandon Clymer_CIRCLE K 02363,CC 4745 Brandon Clymer_CIRCLE K 02363,Direct Cost,,,,,,$61.37,,,$61.37,
None,01 - Requirements,01-6503 - Truck Fuel,X - Expense,01-6503.X,Truck Fuel.Expense,None,Expense: CC 2484 Jesse Dawson_SPEEDWAY 06882 740 EAST S,CC 2484 Jesse Dawson_SPEEDWAY 06882 740 EAST S,Direct Cost,,,,,,$69.38,,,$69.38,
None,01 - Requirements,01-6503 - Truck Fuel,X - Expense,01-6503.X,Truck Fuel.Expense,None,,,Automatic Forecast,,,,,,,,$.00,,
None,01 - Requirements,01-6505 - Marketing,X - Expense,01-6505.X,Marketing.Expense,None,Original Budget,,Original Budget Amount,$.00,,,,,,,,,
None,01 - Requirements,01-6505 - Marketing,X - Expense,01-6505.X,Marketing.Expense,None,To 01-6505 - Expense,"",Budget Modification,,$20.00,,,,,,,,
None,01 - Requirements,01-6505 - Marketing,X - Expense,01-6505.X,Marketing.Expense,None,To 01-6505 - Expense,"",Budget Modification,,$210.00,,,,,,,,
None,01 - Requirements,01-6505 - Marketing,X - Expense,01-6505.X,Marketing.Expense,None,Expense: Mailchimp,Mailchimp,Direct Cost,,,,,,$20.00,,,$20.00,
None,01 - Requirements,01-6505 - Marketing,X - Expense,01-6505.X,Marketing.Expense,None,Expense: 24-104 RCLS JOB COST FROM OVERHEAD TO COST GL,RCLS JOB COST FROM OVERHEAD TO COST GL,Direct Cost,,,,,,$210.00,,,$210.00,
None,01 - Requirements,01-6505 - Marketing,X - Expense,01-6505.X,Marketing.Expense,None,Expense: 24-104 RCLS JOB COST FROM OVERHEAD TO COST GL,RCLS JOB COST FROM OVERHEAD TO COST GL,Direct Cost,,,,,,$-210.00,,,$-210.00,
None,01 - Requirements,01-6505 - Marketing,X - Expense,01-6505.X,Marketing.Expense,None,Expense: CC 8082 Lee Buchanan OAKLANDON YOUTH ORGAN,CC 8082 Lee Buchanan OAKLANDON YOUTH ORGAN,Direct Cost,,,,,,$210.00,,,$210.00,
None,01 - Requirements,01-6505 - Marketing,X - Expense,01-6505.X,Marketing.Expense,None,,,Automatic Forecast,,,,,,,,$.00,,
None,01 - Requirements,01-7333 - Misc Small Tools,E - Equipment,01-7333.E,Misc. Small Tools,None,Original Budget,,Original Budget Amount,"$1,200.00",,,,,,,,,
None,01 - Requirements,01-7333 - Misc Small Tools,E - Equipment,01-7333.E,Misc. Small Tools,None,From 01-7333 - Equipment,"",Budget Modification,,$-400.00,,,,,,,,
None,01 - Requirements,01-7333 - Misc Small Tools,E - Equipment,01-7333.E,Misc. Small Tools,None,From 01-7333 - Equipment,"",Budget Modification,,"$-2,000.00",,,,,,,,
None,01 - Requirements,01-7333 - Misc Small Tools,E - Equipment,01-7333.E,Misc. Small Tools,"Goodwill Industries of Central Indiana, Llc",#002: CE #008 - Phase 1 & 2 Changes,Added Misc Small Tools,Prime Potential Change Order,,,"$1,200.00",,,,,,,
None,01 - Requirements,01-7333 - Misc Small Tools,E - Equipment,01-7333.E,Misc. Small Tools,None,,,Automatic Forecast,,,,,,,,$.00,,
None,01 - Requirements,01-7333 - Misc Small Tools,X - Expense,01-7333.X,Misc Small Tools.Expense,None,Original Budget,,Original Budget Amount,$.00,,,,,,,,,
None,01 - Requirements,01-7333 - Misc Small Tools,X - Expense,01-7333.X,Misc Small Tools.Expense,None,To 01-7333 - Expense,"",Budget Modification,,$.10,,,,,,,,
None,01 - Requirements,01-7333 - Misc Small Tools,X - Expense,01-7333.X,Misc Small Tools.Expense,None,To 01-7333 - Expense,"",Budget Modification,,$32.00,,,,,,,,
None,01 - Requirements,01-7333 - Misc Small Tools,X - Expense,01-7333.X,Misc Small Tools.Expense,None,To 01-7333 - Expense,"",Budget Modification,,$113.05,,,,,,,,
None,01 - Requirements,01-7333 - Misc Small Tools,X - Expense,01-7333.X,Misc Small Tools.Expense,None,To 01-7333 - Expense,"",Budget Modification,,$193.98,,,,,,,,
None,01 - Requirements,01-7333 - Misc Small Tools,X - Expense,01-7333.X,Misc Small Tools.Expense,None,To 01-7333 - Expense,"",Budget Modification,,$614.88,,,,,,,,
None,01 - Requirements,01-7333 - Misc Small Tools,X - Expense,01-7333.X,Misc Small Tools.Expense,None,To 01-7333 - Expense,"",Budget Modification,,$596.13,,,,,,,,
None,01 - Requirements,01-7333 - Misc Small Tools,X - Expense,01-7333.X,Misc Small Tools.Expense,None,Expense: IN *BUDGET BLINDS OF COLU,IN *BUDGET BLINDS OF COLU,Direct Cost,,,,,,$32.10,,,$32.10,
None,01 - Requirements,01-7333 - Misc Small Tools,X - Expense,01-7333.X,Misc Small Tools.Expense,None,Expense: LOWES #01516* adj,LOWES #01516*,Direct Cost,,,,,,$-43.85,,,$-43.85,
None,01 - Requirements,01-7333 - Misc Small Tools,X - Expense,01-7333.X,Misc Small Tools.Expense,None,Expense: LOWES #01516*,LOWES #01516*,Direct Cost,,,,,,$43.85,,,$43.85,
None,01 - Requirements,01-7333 - Misc Small Tools,X - Expense,01-7333.X,Misc Small Tools.Expense,None,Expense: LOWES #01516*,LOWES #01516*,Direct Cost,,,,,,$43.85,,,$43.85,
None,01 - Requirements,01-7333 - Misc Small Tools,X - Expense,01-7333.X,Misc Small Tools.Expense,None,Expense: LOWES #01516*,LOWES #01516*,Direct Cost,,,,,,$6.18,,,$6.18,
None,01 - Requirements,01-7333 - Misc Small Tools,X - Expense,01-7333.X,Misc Small Tools.Expense,None,Expense: LOWES #01516*,LOWES #01516*,Direct Cost,,,,,,$100.39,,,$100.39,
None,01 - Requirements,01-7333 - Misc Small Tools,X - Expense,01-7333.X,Misc Small Tools.Expense,None,Expense: LOWES #01516*,LOWES #01516*,Direct Cost,,,,,,$-18.17,,,$-18.17,
None,01 - Requirements,01-7333 - Misc Small Tools,X - Expense,01-7333.X,Misc Small Tools.Expense,None,Expense: LOWES #01516*,LOWES #01516*,Direct Cost,,,,,,$-19.20,,,$-19.20,
None,01 - Requirements,01-7333 - Misc Small Tools,X - Expense,01-7333.X,Misc Small Tools.Expense,None,Expense: LOWES #01516*,LOWES #01516*,Direct Cost,,,,,,$18.17,,,$18.17,
None,01 - Requirements,01-7333 - Misc Small Tools,X - Expense,01-7333.X,Misc Small Tools.Expense,None,Expense: LOWES #01516*,LOWES #01516*,Direct Cost,,,,,,$19.20,,,$19.20,
None,01 - Requirements,01-7333 - Misc Small Tools,X - Expense,01-7333.X,Misc Small Tools.Expense,None,Expense: LOWES #01516*,LOWES #01516*,Direct Cost,,,,,,$18.17,,,$18.17,
None,01 - Requirements,01-7333 - Misc Small Tools,X - Expense,01-7333.X,Misc Small Tools.Expense,None,Expense: LOWES #01516*,LOWES #01516*,Direct Cost,,,,,,$19.20,,,$19.20,
None,01 - Requirements,01-7333 - Misc Small Tools,X - Expense,01-7333.X,Misc Small Tools.Expense,None,Expense: LOWES #01516*,LOWES #01516*,Direct Cost,,,,,,$50.25,,,$50.25,
None,01 - Requirements,01-7333 - Misc Small Tools,X - Expense,01-7333.X,Misc Small Tools.Expense,None,Expense: LOWES #01516*,LOWES #01516*,Direct Cost,,,,,,$43.91,,,$43.91,
None,01 - Requirements,01-7333 - Misc Small Tools,X - Expense,01-7333.X,Misc Small Tools.Expense,None,Expense: LOWES #01516*,LOWES #01516*,Direct Cost,,,,,,$25.08,,,$25.08,
None,01 - Requirements,01-7333 - Misc Small Tools,X - Expense,01-7333.X,Misc Small Tools.Expense,None,Expense: 24-104 RCLS JOB COST FROM OVERHEAD TO COST GL,RCLS JOB COST FROM OVERHEAD TO COST GL,Direct Cost,,,,,,"$-12,106.46",,,"$-12,106.46",
None,01 - Requirements,01-7333 - Misc Small Tools,X - Expense,01-7333.X,Misc Small Tools.Expense,None,Expense: 24-104 RCLS JOB COST FROM OVERHEAD TO COST GL,RCLS JOB COST FROM OVERHEAD TO COST GL,Direct Cost,,,,,,"$12,106.47",,,"$12,106.47",
None,01 - Requirements,01-7333 - Misc Small Tools,X - Expense,01-7333.X,Misc Small Tools.Expense,None,Expense: 24-104 RCLS JOB COST FROM OVERHEAD TO COST GL,RCLS JOB COST FROM OVERHEAD TO COST GL,Direct Cost,,,,,,"$12,106.46",,,"$12,106.46",
None,01 - Requirements,01-7333 - Misc Small Tools,X - Expense,01-7333.X,Misc Small Tools.Expense,None,Expense: 24-104 RCLS JOB COST FROM OVERHEAD TO COST GL,RCLS JOB COST FROM OVERHEAD TO COST GL,Direct Cost,,,,,,"$-12,106.47",,,"$-12,106.47",
None,01 - Requirements,01-7333 - Misc Small Tools,X - Expense,01-7333.X,Misc Small Tools.Expense,None,Expense: CC 8082 Lee Buchanan LOWES #01191*,CC 8082 Lee Buchanan LOWES #01191*,Direct Cost,,,,,,$8.54,,,$8.54,
None,01 - Requirements,01-7333 - Misc Small Tools,X - Expense,01-7333.X,Misc Small Tools.Expense,None,Expense: CC 7180_LOWES #01516*,CC 7180_LOWES #01516*,Direct Cost,,,,,,$4.26,,,$4.26,
None,01 - Requirements,01-7333 - Misc Small Tools,X - Expense,01-7333.X,Misc Small Tools.Expense,None,Expense: CC 8082 Lee Buchanan LOWES #01525*,CC 8082 Lee Buchanan LOWES #01525*,Direct Cost,,,,,,$18.70,,,$18.70,
None,01 - Requirements,01-7333 - Misc Small Tools,X - Expense,01-7333.X,Misc Small Tools.Expense,None,Expense: CC 8082 Lee Buchanan LOWES #00288*,CC 8082 Lee Buchanan LOWES #00288*,Direct Cost,,,,,,$21.38,,,$21.38,
None,01 - Requirements,01-7333 - Misc Small Tools,X - Expense,01-7333.X,Misc Small Tools.Expense,None,Expense: CC 8082 Lee Buchanan LOWES #01516*,CC 8082 Lee Buchanan LOWES #01516*,Direct Cost,,,,,,$106.32,,,$106.32,
None,01 - Requirements,01-7333 - Misc Small Tools,X - Expense,01-7333.X,Misc Small Tools.Expense,None,Expense: CC 8082 Lee Buchanan LOWES #01516*,CC 8082 Lee Buchanan LOWES #01516*,Direct Cost,,,,,,$12.80,,,$12.80,
None,01 - Requirements,01-7333 - Misc Small Tools,X - Expense,01-7333.X,Misc Small Tools.Expense,None,Expense: CC 8082 Lee Buchanan TARGET        00019117,CC 8082 Lee Buchanan TARGET        00019117,Direct Cost,,,,,,$14.43,,,$14.43,
None,01 - Requirements,01-7333 - Misc Small Tools,X - Expense,01-7333.X,Misc Small Tools.Expense,None,Expense: CC 8082 Lee Buchanan LOWES #01516*,CC 8082 Lee Buchanan LOWES #01516*,Direct Cost,,,,,,$260.93,,,$260.93,
None,01 - Requirements,01-7333 - Misc Small Tools,X - Expense,01-7333.X,Misc Small Tools.Expense,None,Expense: CC 7180 Andrew_LOWES #01516*,CC 7180 Andrew_LOWES #01516*,Direct Cost,,,,,,$167.52,,,$167.52,
None,01 - Requirements,01-7333 - Misc Small Tools,X - Expense,01-7333.X,Misc Small Tools.Expense,None,Expense: CC 4745 Brandon Clymer_LOWES #01516*,CC 4745 Brandon Clymer_LOWES #01516*,Direct Cost,,,,,,$399.15,,,$399.15,
None,01 - Requirements,01-7333 - Misc Small Tools,X - Expense,01-7333.X,Misc Small Tools.Expense,None,Expense: CC 2484 Jesse Dawson_THE HOME DEPOT #6357,CC 2484 Jesse Dawson_THE HOME DEPOT #6357,Direct Cost,,,,,,$184.20,,,$184.20,
